Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_75umC12_0min_1x_01 Spectral Count	10ngQCHeLa_75umC12_0min_1x_02 Spectral Count	10ngQCHeLa_75umC12_0min_1x_03 Spectral Count	200pgQCHeLa_75umC12_0min_1x_01 Spectral Count	200pgQCHeLa_75umC12_0min_1x_02 Spectral Count	200pgQCHeLa_75umC12_0min_1x_03 Spectral Count	200pgQCHeLa_75umC12_0min_2x_01 Spectral Count	200pgQCHeLa_75umC12_0min_2x_02 Spectral Count	200pgQCHeLa_75umC12_0min_2x_03 Spectral Count	200pgQCHeLa_75umC12_3min_00 Spectral Count	200pgQCHeLa_75umC12_5min_placed_01 Spectral Count	200pgQCHeLa_75umC12_5min_placed_02 Spectral Count	200pgQCHeLa_75umC12_5min_placed_03 Spectral Count	20ngQCHeLa_75umC12_0min_1x_01 Spectral Count	20ngQCHeLa_75umC12_0min_1x_02 Spectral Count	20ngQCHeLa_75umC12_0min_1x_03 Spectral Count	2ngQCHeLa_75umC12_0min_1x_01 Spectral Count	2ngQCHeLa_75umC12_0min_1x_02 Spectral Count	2ngQCHeLa_75umC12_0min_1x_03 Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Spectral Count	Blank_75umC12_01 Spectral Count	Blank_75umC12_02 Spectral Count	Blank_75umC12_03 Spectral Count	Blank_75umC12_0min_1x_01 Spectral Count	Blank_75umC12_0min_1x_02 Spectral Count	Blank_75umC12_0min_1x_03 Spectral Count	10ngQCHeLa_75umC12_0min_1x_01 Unique Spectral Count	10ngQCHeLa_75umC12_0min_1x_02 Unique Spectral Count	10ngQCHeLa_75umC12_0min_1x_03 Unique Spectral Count	200pgQCHeLa_75umC12_0min_1x_01 Unique Spectral Count	200pgQCHeLa_75umC12_0min_1x_02 Unique Spectral Count	200pgQCHeLa_75umC12_0min_1x_03 Unique Spectral Count	200pgQCHeLa_75umC12_0min_2x_01 Unique Spectral Count	200pgQCHeLa_75umC12_0min_2x_02 Unique Spectral Count	200pgQCHeLa_75umC12_0min_2x_03 Unique Spectral Count	200pgQCHeLa_75umC12_3min_00 Unique Spectral Count	200pgQCHeLa_75umC12_5min_placed_01 Unique Spectral Count	200pgQCHeLa_75umC12_5min_placed_02 Unique Spectral Count	200pgQCHeLa_75umC12_5min_placed_03 Unique Spectral Count	20ngQCHeLa_75umC12_0min_1x_01 Unique Spectral Count	20ngQCHeLa_75umC12_0min_1x_02 Unique Spectral Count	20ngQCHeLa_75umC12_0min_1x_03 Unique Spectral Count	2ngQCHeLa_75umC12_0min_1x_01 Unique Spectral Count	2ngQCHeLa_75umC12_0min_1x_02 Unique Spectral Count	2ngQCHeLa_75umC12_0min_1x_03 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	Blank_75umC12_01 Unique Spectral Count	Blank_75umC12_02 Unique Spectral Count	Blank_75umC12_03 Unique Spectral Count	Blank_75umC12_0min_1x_01 Unique Spectral Count	Blank_75umC12_0min_1x_02 Unique Spectral Count	Blank_75umC12_0min_1x_03 Unique Spectral Count	10ngQCHeLa_75umC12_0min_1x_01 Total Spectral Count	10ngQCHeLa_75umC12_0min_1x_02 Total Spectral Count	10ngQCHeLa_75umC12_0min_1x_03 Total Spectral Count	200pgQCHeLa_75umC12_0min_1x_01 Total Spectral Count	200pgQCHeLa_75umC12_0min_1x_02 Total Spectral Count	200pgQCHeLa_75umC12_0min_1x_03 Total Spectral Count	200pgQCHeLa_75umC12_0min_2x_01 Total Spectral Count	200pgQCHeLa_75umC12_0min_2x_02 Total Spectral Count	200pgQCHeLa_75umC12_0min_2x_03 Total Spectral Count	200pgQCHeLa_75umC12_3min_00 Total Spectral Count	200pgQCHeLa_75umC12_5min_placed_01 Total Spectral Count	200pgQCHeLa_75umC12_5min_placed_02 Total Spectral Count	200pgQCHeLa_75umC12_5min_placed_03 Total Spectral Count	20ngQCHeLa_75umC12_0min_1x_01 Total Spectral Count	20ngQCHeLa_75umC12_0min_1x_02 Total Spectral Count	20ngQCHeLa_75umC12_0min_1x_03 Total Spectral Count	2ngQCHeLa_75umC12_0min_1x_01 Total Spectral Count	2ngQCHeLa_75umC12_0min_1x_02 Total Spectral Count	2ngQCHeLa_75umC12_0min_1x_03 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Total Spectral Count	Blank_75umC12_01 Total Spectral Count	Blank_75umC12_02 Total Spectral Count	Blank_75umC12_03 Total Spectral Count	Blank_75umC12_0min_1x_01 Total Spectral Count	Blank_75umC12_0min_1x_02 Total Spectral Count	Blank_75umC12_0min_1x_03 Total Spectral Count	10ngQCHeLa_75umC12_0min_1x_01 Intensity	10ngQCHeLa_75umC12_0min_1x_02 Intensity	10ngQCHeLa_75umC12_0min_1x_03 Intensity	200pgQCHeLa_75umC12_0min_1x_01 Intensity	200pgQCHeLa_75umC12_0min_1x_02 Intensity	200pgQCHeLa_75umC12_0min_1x_03 Intensity	200pgQCHeLa_75umC12_0min_2x_01 Intensity	200pgQCHeLa_75umC12_0min_2x_02 Intensity	200pgQCHeLa_75umC12_0min_2x_03 Intensity	200pgQCHeLa_75umC12_3min_00 Intensity	200pgQCHeLa_75umC12_5min_placed_01 Intensity	200pgQCHeLa_75umC12_5min_placed_02 Intensity	200pgQCHeLa_75umC12_5min_placed_03 Intensity	20ngQCHeLa_75umC12_0min_1x_01 Intensity	20ngQCHeLa_75umC12_0min_1x_02 Intensity	20ngQCHeLa_75umC12_0min_1x_03 Intensity	2ngQCHeLa_75umC12_0min_1x_01 Intensity	2ngQCHeLa_75umC12_0min_1x_02 Intensity	2ngQCHeLa_75umC12_0min_1x_03 Intensity	2ngQCHeLa_75umC8_0min_1x_03 Intensity	Blank_75umC12_01 Intensity	Blank_75umC12_02 Intensity	Blank_75umC12_03 Intensity	Blank_75umC12_0min_1x_01 Intensity	Blank_75umC12_0min_1x_02 Intensity	Blank_75umC12_0min_1x_03 Intensity	10ngQCHeLa_75umC12_0min_1x_01 MaxLFQ Intensity	10ngQCHeLa_75umC12_0min_1x_02 MaxLFQ Intensity	10ngQCHeLa_75umC12_0min_1x_03 MaxLFQ Intensity	200pgQCHeLa_75umC12_0min_1x_01 MaxLFQ Intensity	200pgQCHeLa_75umC12_0min_1x_02 MaxLFQ Intensity	200pgQCHeLa_75umC12_0min_1x_03 MaxLFQ Intensity	200pgQCHeLa_75umC12_0min_2x_01 MaxLFQ Intensity	200pgQCHeLa_75umC12_0min_2x_02 MaxLFQ Intensity	200pgQCHeLa_75umC12_0min_2x_03 MaxLFQ Intensity	200pgQCHeLa_75umC12_3min_00 MaxLFQ Intensity	200pgQCHeLa_75umC12_5min_placed_01 MaxLFQ Intensity	200pgQCHeLa_75umC12_5min_placed_02 MaxLFQ Intensity	200pgQCHeLa_75umC12_5min_placed_03 MaxLFQ Intensity	20ngQCHeLa_75umC12_0min_1x_01 MaxLFQ Intensity	20ngQCHeLa_75umC12_0min_1x_02 MaxLFQ Intensity	20ngQCHeLa_75umC12_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_75umC12_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_75umC12_0min_1x_02 MaxLFQ Intensity	2ngQCHeLa_75umC12_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	Blank_75umC12_01 MaxLFQ Intensity	Blank_75umC12_02 MaxLFQ Intensity	Blank_75umC12_03 MaxLFQ Intensity	Blank_75umC12_0min_1x_01 MaxLFQ Intensity	Blank_75umC12_0min_1x_02 MaxLFQ Intensity	Blank_75umC12_0min_1x_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|A0A0B4J2D5|GAL3B_HUMAN	A0A0B4J2D5	GAL3B_HUMAN	GATD3B	268	Homo sapiens	1:Experimental evidence at protein level	Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial	1.0	0.999	5	35	0	35	3	3	3	2	0	0	0	0	0	3	0	0	0	2	2	4	4	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	2	0	0	0	0	0	3	0	0	0	2	2	4	4	4	3	2	0	0	0	0	0	0	1.561096E8	1.36010928E8	9.8838944E7	4.2742976E7	0.0	0.0	0.0	0.0	0.0	6.2822248E7	0.0	0.0	0.0	1.83684432E8	1.67348576E8	1.17655488E8	1.0421224E8	1.24611672E8	1.19093352E8	1.58772032E8	0.0	0.0	0.0	0.0	0.0	0.0	4.9488652E7	4.7247976E7	4.7489756E7	4.2533944E7	0.0	0.0	0.0	0.0	0.0	6.743152E7	0.0	0.0	0.0	5.1800032E7	4.8833728E7	4.6553668E7	4.2173808E7	5.1622752E7	4.6142072E7	4.7458208E7	0.0	0.0	0.0	0.0	0.0	0.0	sp|P0DPI2|GAL3A_HUMAN
sp|A0A0B4J2F0|PIOS1_HUMAN	A0A0B4J2F0	PIOS1_HUMAN	PIGBOS1	54	Homo sapiens	1:Experimental evidence at protein level	Protein PIGBOS1	0.9635	0.9988	1	8	8	8	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1.182948E7	1.220291E7	1.1516901E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9079102.0	1.0222749E7	1.1404606E7	1.2284413E7	1.2611817E7	1.329807E7	5910268.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0AV96|RBM47_HUMAN	A0AV96	RBM47_HUMAN	RBM47	593	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 47	1.0	0.9989	2	4	4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1.7530668E7	1.1284699E7	1.6518924E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.811657E7	2.8117334E7	2.330289E7	9212482.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1756664E7	0.0	1.1164672E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7397882E7	1.7549654E7	1.5228036E7	6389006.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0AVT1|UBA6_HUMAN	A0AVT1	UBA6_HUMAN	UBA6	1052	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-like modifier-activating enzyme 6	1.0	0.999	12	39	39	39	5	4	3	0	0	0	0	0	0	0	0	0	0	8	7	8	0	1	2	1	0	0	0	0	0	0	5	4	3	0	0	0	0	0	0	0	0	0	0	8	7	8	0	1	2	1	0	0	0	0	0	0	5	4	3	0	0	0	0	0	0	0	0	0	0	8	7	8	0	1	2	1	0	0	0	0	0	0	7.2267872E7	5.9625204E7	5.8241856E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5570512E7	6.6839192E7	6.1907936E7	1.8261516E7	3.0016924E7	3.2230028E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7527366E7	1.7227122E7	1.8338582E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7035174E7	1.7091796E7	1.7481698E7	1.2746243E7	1.6245525E7	1.5056968E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0FGR8|ESYT2_HUMAN	A0FGR8	ESYT2_HUMAN	ESYT2	921	Homo sapiens	1:Experimental evidence at protein level	Extended synaptotagmin-2	1.0	0.999	11	35	35	35	2	5	3	0	0	0	0	0	0	0	0	0	0	6	8	6	1	3	1	0	0	0	0	0	0	0	2	5	3	0	0	0	0	0	0	0	0	0	0	6	8	6	1	3	1	0	0	0	0	0	0	0	2	5	3	0	0	0	0	0	0	0	0	0	0	6	8	6	1	3	1	0	0	0	0	0	0	0	6.2757304E7	6.5092408E7	6.1506184E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4279328E7	9.2427688E7	6.9856168E7	1.53126E7	2.7983614E7	3.3011306E7	1.7470116E7	0.0	0.0	0.0	0.0	0.0	0.0	1.5345353E7	1.6280599E7	1.453034E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5796957E7	1.5008373E7	1.4934795E7	1.1503868E7	1.5418183E7	1.7979516E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0MZ66|SHOT1_HUMAN	A0MZ66	SHOT1_HUMAN	SHTN1	631	Homo sapiens	1:Experimental evidence at protein level	Shootin-1	1.0	0.999	14	48	48	48	4	7	5	0	0	0	0	0	0	0	0	0	0	9	9	8	2	1	2	1	0	0	0	0	0	0	4	7	5	0	0	0	0	0	0	0	0	0	0	9	9	8	2	1	2	1	0	0	0	0	0	0	4	7	5	0	0	0	0	0	0	0	0	0	0	9	9	8	2	1	2	1	0	0	0	0	0	0	1.27826792E8	1.54337104E8	1.55552448E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51867408E8	1.42831792E8	1.39734512E8	9.7858336E7	7.1779152E7	1.07056488E8	3.935732E7	0.0	0.0	0.0	0.0	0.0	0.0	1.871495E7	1.8634272E7	2.0076096E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9399372E7	1.8641928E7	1.860784E7	1.8145204E7	1.6898682E7	1.9176346E7	2.2623886E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0PJW6|TM223_HUMAN	A0PJW6	TM223_HUMAN	TMEM223	202	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 223	0.9667	0.9989	1	5	5	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5.9069872E7	5.6781828E7	5.7671504E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5752304E7	5.5306068E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A1L0T0|HACL2_HUMAN	A1L0T0	HACL2_HUMAN	ILVBL	632	Homo sapiens	1:Experimental evidence at protein level	2-hydroxyacyl-CoA lyase 2	1.0	0.999	7	30	30	30	3	4	3	0	0	0	0	0	0	0	0	0	0	6	7	5	0	0	1	1	0	0	0	0	0	0	3	4	3	0	0	0	0	0	0	0	0	0	0	6	7	5	0	0	1	1	0	0	0	0	0	0	3	4	3	0	0	0	0	0	0	0	0	0	0	6	7	5	0	0	1	1	0	0	0	0	0	0	6.1651372E7	8.3908936E7	9.558168E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51823008E8	1.4162448E8	1.51531712E8	4.7122192E7	3.161672E7	5.67814E7	7.6803848E7	0.0	0.0	0.0	0.0	0.0	0.0	3.0181058E7	3.340621E7	3.410782E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5323164E7	4.5064036E7	4.5615716E7	1.87388E7	2.676119E7	2.9329554E7	3.8312868E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A4D1E9|GTPBA_HUMAN	A4D1E9	GTPBA_HUMAN	GTPBP10	387	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein 10	0.9967	0.9969	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	4413385.5	4536234.0	8621286.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3214735.0	7608041.0	7859536.0	0.0	1875957.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4390736.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3874060.5	4000706.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A4FU69|EFCB5_HUMAN	A4FU69	EFCB5_HUMAN	EFCAB5	1503	Homo sapiens	1:Experimental evidence at protein level	EF-hand calcium-binding domain-containing protein 5	0.7825	0.991	1	3	3	3	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	4.6989732E7	2.3382958E7	5.468906E7	7.1102064E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
